,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,last_owned
11789,SOLD,289800,2.0,1.0,0.21,72 Prescott St Unit 72,Framingham,Massachusetts,1702.0,712.0,1/31/2013
11790,SOLD,849500,4.0,3.0,0.46,8 Stanley Dr,Framingham,Massachusetts,1701.0,2762.0,2/28/2008
11791,SOLD,1295000,4.0,3.0,0.67,57 Pratts Mill Rd,Sudbury,Massachusetts,1776.0,4335.0,8/1/2005
11792,SOLD,589000,3.0,3.0,0.2,30 S Main St,Leicester,Massachusetts,1524.0,2676.0,Not Owned
11793,SOLD,1299900,4.0,3.0,0.58,38 River Rd,Wayland,Massachusetts,1778.0,2805.0,8/31/1992
11794,SOLD,1325000,4.0,4.0,0.31,344 Old Marlboro Rd,Concord,Massachusetts,1742.0,2984.0,Not Owned
11795,SOLD,1749000,5.0,5.0,0.44,304 Old Marlboro Rd,Concord,Massachusetts,1742.0,4170.0,Not Owned
11796,SOLD,1579900,4.0,4.0,0.86,11 University Ave,Burlington,Massachusetts,1803.0,3838.0,Not Owned
11797,SOLD,6250000,6.0,7.0,2.28,14 Dellbrook Rd,Weston,Massachusetts,2493.0,12544.0,4/1/2008
11798,SOLD,950000,4.0,4.0,1.15,17 Passaconaway Dr,Billerica,Massachusetts,1821.0,3447.0,Not Owned
11799,SOLD,1799900,4.0,4.0,0.62,57 Lexington St,Burlington,Massachusetts,1803.0,4297.0,8/23/2005
11800,SOLD,2700000,6.0,4.0,5.29,58 Trapelo Rd,Lincoln,Massachusetts,1773.0,4157.0,Not Owned
11801,SOLD,799900,3.0,2.0,0.23,81 Riverview Cir,Wayland,Massachusetts,1778.0,2089.0,Not Owned
11802,SOLD,1395000,4.0,4.0,1.11,4 Birchwood Dr,Bedford,Massachusetts,1730.0,3434.0,Not Owned
11803,SOLD,1578000,5.0,4.0,0.46,4 Paula St,Burlington,Massachusetts,1803.0,3700.0,Not Owned
11804,SOLD,5295000,6.0,8.0,1.44,211 Westerly Rd,Weston,Massachusetts,2493.0,10016.0,5/22/1996
11805,SOLD,1795000,3.0,3.0,2.43,5 Peakes Ln Unit 5,Weston,Massachusetts,2493.0,3161.0,Not Owned
11806,SOLD,1795000,3.0,3.0,2.43,3 Peakes Ln Unit 3,Weston,Massachusetts,2493.0,3161.0,Not Owned
11807,SOLD,1000000,4.0,3.0,0.99,Concord Ave,Lexington,Massachusetts,2421.0,1200.0,Not Owned
11808,SOLD,569000,6.0,2.0,0.14,80 S Whipple St,Lowell,Massachusetts,1852.0,3635.0,Not Owned
11809,SOLD,8499000,5.0,9.0,2.17,76 Robin Rd,Weston,Massachusetts,2493.0,8809.0,8/18/2006
11810,SOLD,1595000,4.0,4.0,0.22,6 Leblanc Ln,Waltham,Massachusetts,2452.0,4248.0,Not Owned
11811,SOLD,3500000,6.0,8.0,0.37,17 Coolidge Ave,Lexington,Massachusetts,2420.0,6687.0,12/29/2005
11812,SOLD,3849000,7.0,9.0,0.71,7 Fulton Rd,Lexington,Massachusetts,2420.0,6662.0,1/11/1999
11813,SOLD,795000,2.0,2.0,3.86,Old County Rd,Lincoln,Massachusetts,1773.0,1736.0,Not Owned
11814,SOLD,879900,4.0,3.0,0.46,24 Mountain Rd,Burlington,Massachusetts,1803.0,2776.0,Not Owned
11815,SOLD,369900,3.0,2.0,0.15,"14 Fir Ave Lots 513,514,515",Waltham,Massachusetts,2451.0,1200.0,Not Owned
11816,SOLD,9995000,6.0,10.0,2.62,25 Perry Ln,Weston,Massachusetts,2493.0,11942.0,10/12/2006
11817,SOLD,3950000,8.0,7.0,0.84,56 Grant St,Lexington,Massachusetts,2420.0,9105.0,Not Owned
11818,SOLD,2798000,5.0,6.0,0.42,5 Meadow Brook Ave,Lexington,Massachusetts,2421.0,5339.0,Not Owned
11819,SOLD,4288000,6.0,8.0,0.79,2 Wheeler Rd,Lexington,Massachusetts,2420.0,6800.0,7/14/1997
11820,SOLD,2650000,6.0,4.0,3.5,342 Bedford St,Lexington,Massachusetts,2420.0,3041.0,11/22/2005
11821,SOLD,3095000,7.0,5.0,0.46,19 Hastings Rd,Lexington,Massachusetts,2421.0,4275.0,Not Owned
11822,SOLD,725000,1.0,2.0,0.15,812 Boston Rd,Billerica,Massachusetts,1821.0,822.0,Not Owned
11823,SOLD,799900,3.0,3.0,0.46,4 Marjorie Rd,Burlington,Massachusetts,1803.0,1942.0,9/21/2004
11824,SOLD,619000,4.0,2.0,0.3,20 Mohawk Rd,Burlington,Massachusetts,1803.0,1766.0,10/28/1991
11825,SOLD,1390000,4.0,4.0,1.16,18 Juniper Ridge Rd,Lincoln,Massachusetts,1773.0,4515.0,3/27/1987
11826,SOLD,699900,4.0,2.0,0.28,31/33 Genetti Cir,Bedford,Massachusetts,1730.0,1622.0,Not Owned
11827,SOLD,1499900,5.0,4.0,0.52,26 Winter St,Burlington,Massachusetts,1803.0,3879.0,Not Owned
11828,SOLD,497500,3.0,2.0,2.76,8 N Commons Unit D,Lincoln,Massachusetts,1773.0,1368.0,6/20/1991
11829,SOLD,1245000,3.0,3.0,0.48,3 Amberwood Dr,Winchester,Massachusetts,1890.0,2168.0,6/25/2007
11830,SOLD,1475000,4.0,3.0,0.93,24 Quail Run Dr,Concord,Massachusetts,1742.0,4450.0,7/8/1997
11831,SOLD,679000,2.0,2.0,1.38,65 Jericho Rd Unit 65,Weston,Massachusetts,2493.0,1359.0,3/25/2020
11832,SOLD,499900,3.0,2.0,0.34,159 Allen Rd Unit 25,Billerica,Massachusetts,1821.0,2047.0,5/22/2020
11833,SOLD,653000,4.0,2.0,0.15,4 Fairview Rd,Woburn,Massachusetts,1801.0,1646.0,Not Owned
11834,SOLD,1629000,4.0,4.0,0.45,34 Fairbanks Rd,Lexington,Massachusetts,2421.0,3076.0,Not Owned
11835,SOLD,539000,4.0,2.0,0.26,127 Winn St Unit 127,Woburn,Massachusetts,1801.0,1800.0,Not Owned
11836,SOLD,890000,3.0,2.0,0.15,62 Wood St,Lexington,Massachusetts,2421.0,1683.0,Not Owned
11837,SOLD,500000,3.0,2.0,0.47,207 Allen Rd,Billerica,Massachusetts,1821.0,1528.0,Not Owned
11838,SOLD,624900,2.0,3.0,5.5,100 Albion Unit 1306,Bedford,Massachusetts,1730.0,1706.0,11/21/2006
11839,SOLD,1149000,4.0,4.0,0.25,45 Fir Ave,Waltham,Massachusetts,2451.0,3125.0,Not Owned
11840,SOLD,5795000,5.0,8.0,1.38,65 Juniper Rd,Weston,Massachusetts,2493.0,7146.0,7/17/2008
11841,SOLD,3700000,5.0,5.0,1.38,7 Pine Summit Cir Unit 7,Weston,Massachusetts,2493.0,5717.0,Not Owned
11842,SOLD,4590000,6.0,8.0,1.47,69 Drabbington Way,Weston,Massachusetts,2493.0,8047.0,Not Owned
11843,SOLD,899900,4.0,3.0,0.53,20 Amberwood Dr,Winchester,Massachusetts,1890.0,3365.0,Not Owned
11844,SOLD,724900,3.0,2.0,0.47,71 Mountain Rd,Burlington,Massachusetts,1803.0,1911.0,5/29/1992
11845,SOLD,699000,3.0,3.0,0.46,62 Washington Ave,Burlington,Massachusetts,1803.0,1800.0,Not Owned
11846,SOLD,1299000,4.0,5.0,0.32,17 Old Farm Rd,Woburn,Massachusetts,1801.0,4323.0,7/22/1998
11847,SOLD,1399000,4.0,3.0,0.51,9 Benjamin Rd,Lexington,Massachusetts,2421.0,2361.0,7/16/2021
11848,SOLD,1999000,4.0,4.0,0.98,15 Vinson Cir,Winchester,Massachusetts,1890.0,4662.0,7/15/1993
11849,SOLD,1896000,6.0,5.0,0.98,96 Wilson Rd,Bedford,Massachusetts,1730.0,4828.0,10/27/1995
11850,SOLD,2345000,5.0,6.0,0.69,7 Woodmoor Dr,Bedford,Massachusetts,1730.0,5500.0,Not Owned
11851,SOLD,799900,3.0,2.0,0.16,262 Marrett Rd,Lexington,Massachusetts,2421.0,1320.0,Not Owned
11852,SOLD,1395000,4.0,4.0,1.43,90 Cherry Brook Rd,Weston,Massachusetts,2493.0,2475.0,Not Owned
11853,SOLD,3200000,5.0,9.0,4.32,25 Huckleberry Hill Rd,Lincoln,Massachusetts,1773.0,14600.0,9/5/1997
11854,SOLD,1195000,3.0,3.0,0.09,12 Hancock St,Lexington,Massachusetts,2420.0,1880.0,7/29/2002
11855,SOLD,699900,4.0,2.0,0.08,47 Banks St,Waltham,Massachusetts,2451.0,1880.0,Not Owned
11856,SOLD,680000,2.0,2.0,1.38,105 Jericho Rd Unit 105,Weston,Massachusetts,2493.0,1359.0,1/6/2005
11857,SOLD,699900,3.0,2.0,0.31,40 Lunda St,Waltham,Massachusetts,2451.0,1650.0,Not Owned
11858,SOLD,1629000,8.0,5.0,2.5,29 Old Billerica Rd,Bedford,Massachusetts,1730.0,4952.0,8/17/1999
11859,SOLD,629900,3.0,3.0,0.07,35 Montclair Ave,Waltham,Massachusetts,2451.0,2374.0,7/31/2007
11860,SOLD,2995000,6.0,7.0,0.32,155 Shade St,Lexington,Massachusetts,2421.0,6150.0,Not Owned
11861,SOLD,729999,3.0,3.0,0.37,74 Park St Unit 2,Woburn,Massachusetts,1801.0,2160.0,Not Owned
11862,SOLD,519900,2.0,2.0,0.07,33 McKenn St Unit 33,Waltham,Massachusetts,2453.0,1500.0,Not Owned
11863,SOLD,1699900,4.0,4.0,0.24,76 Marlboro Rd,Woburn,Massachusetts,1801.0,4200.0,7/1/1985
11864,SOLD,679900,3.0,2.0,0.72,26 Gedick Rd,Burlington,Massachusetts,1803.0,2070.0,6/27/2002
11865,SOLD,649000,3.0,2.0,0.11,130 Florence Rd,Waltham,Massachusetts,2453.0,1352.0,12/23/2002
11866,SOLD,1575000,4.0,3.0,0.36,93 Pleasant St,Lexington,Massachusetts,2421.0,4000.0,10/30/1995
11867,SOLD,3248000,7.0,5.0,0.39,14 Scotland Rd,Lexington,Massachusetts,2420.0,6682.0,7/1/1968
11868,SOLD,879900,3.0,4.0,0.89,66 Gray St,Billerica,Massachusetts,1821.0,2578.0,Not Owned
11869,SOLD,1800000,4.0,3.0,0.64,51 Robinson Rd,Lexington,Massachusetts,2420.0,3623.0,2/19/2008
11870,SOLD,2438000,5.0,5.0,0.48,267 Lowell St,Lexington,Massachusetts,2420.0,4550.0,Not Owned
11871,SOLD,799000,2.0,4.0,0.69,5 Stephen Lane Dr Unit 5,Bedford,Massachusetts,1730.0,3141.0,9/5/2007
11872,SOLD,18899000,9.0,9.0,18.48,5 Concord Rd,Weston,Massachusetts,2493.0,12589.0,9/5/2000
11873,SOLD,1780000,5.0,4.0,0.46,40 Raffaele Dr,Waltham,Massachusetts,2452.0,5481.0,6/6/2008
11874,SOLD,1748000,5.0,4.0,0.23,7 Perham St,Bedford,Massachusetts,1730.0,4312.0,6/6/1997
11875,SOLD,779000,3.0,2.0,0.59,104 Mishawum Rd,Woburn,Massachusetts,1801.0,1930.0,Not Owned
11876,SOLD,1500000,4.0,3.0,1.58,5 and 7 Piper Rd,Lexington,Massachusetts,2421.0,1200.0,Not Owned
11877,SOLD,669900,4.0,3.0,0.46,5 Brookside Ln,Burlington,Massachusetts,1803.0,1200.0,Not Owned
11878,SOLD,1250000,3.0,4.0,0.15,370 Massachusetts Ave Unit 2,Lexington,Massachusetts,2420.0,2500.0,Not Owned
11879,SOLD,1300000,4.0,4.0,0.21,130 Russell St Unit 1,Waltham,Massachusetts,2453.0,3494.0,Not Owned
11880,SOLD,2450000,6.0,8.0,0.15,368 Massachusetts Ave,Lexington,Massachusetts,2420.0,5000.0,12/15/1988
11881,SOLD,679000,4.0,2.0,0.11,56 Lancaster Rd,Arlington,Massachusetts,2476.0,1788.0,Not Owned
11882,SOLD,574900,3.0,2.0,0.28,1896 Middlesex St,Lowell,Massachusetts,1851.0,1400.0,5/25/1999
11883,SOLD,399000,2.0,1.0,0.46,10 Hallmark Gdns Apt 8,Burlington,Massachusetts,1803.0,900.0,5/6/2019
11884,SOLD,499900,3.0,2.0,0.34,159 Allen Rd Unit 49,Billerica,Massachusetts,1821.0,2047.0,12/14/2006
11885,SOLD,549900,2.0,2.0,0.34,159 Allen Rd Unit 7,Billerica,Massachusetts,1821.0,2047.0,7/28/2006
11886,SOLD,1400000,3.0,5.0,0.07,28 Taylor St Unit 2,Waltham,Massachusetts,2453.0,3171.0,Not Owned
11887,SOLD,1899999,4.0,4.0,0.46,4 Alma Rd,Burlington,Massachusetts,1803.0,5050.0,6/11/1987
11888,SOLD,449000,3.0,1.0,0.46,16 Woodhill Rd,Burlington,Massachusetts,1803.0,918.0,Not Owned
11889,SOLD,439900,2.0,1.0,0.07,172 Princeton Ave,Waltham,Massachusetts,2451.0,1049.0,12/31/1993
11890,SOLD,829900,3.0,2.0,0.38,156 Doty St,Waltham,Massachusetts,2452.0,2526.0,11/15/1999
11891,SOLD,610000,4.0,2.0,0.22,8 Pathwood Ave,Burlington,Massachusetts,1803.0,1428.0,Not Owned
11892,SOLD,599900,3.0,1.0,0.46,306 Cambridge St,Burlington,Massachusetts,1803.0,1128.0,Not Owned
11893,SOLD,839000,3.0,3.0,0.12,55 Hiawatha Ave,Waltham,Massachusetts,2451.0,1815.0,Not Owned
11894,SOLD,1695000,4.0,4.0,1.1,210 Pigeon Ln,Waltham,Massachusetts,2452.0,4395.0,12/8/1997
11895,SOLD,989900,4.0,2.0,0.11,19 Williams St,Arlington,Massachusetts,2476.0,2232.0,Not Owned
11896,SOLD,525000,1.0,1.0,0.07,144 Moody St Unit 3,Waltham,Massachusetts,2453.0,907.0,Not Owned
11897,SOLD,1989000,4.0,4.0,0.14,5 Ponybrook Ln,Lexington,Massachusetts,2421.0,3634.0,Not Owned
11898,SOLD,699000,4.0,3.0,1.11,146 Treble Cove Rd,Billerica,Massachusetts,1862.0,2791.0,Not Owned
11899,SOLD,639900,4.0,2.0,2.3,5 Adams St,Billerica,Massachusetts,1821.0,2602.0,11/6/1992
11900,SOLD,664900,4.0,3.0,1.0,181 Chapman Rd,Tewksbury,Massachusetts,1876.0,2128.0,4/28/1983
11901,SOLD,1150000,4.0,3.0,0.42,6 Patterson Rd,Lexington,Massachusetts,2421.0,3224.0,6/26/2000
11902,SOLD,1100000,5.0,3.0,0.77,18 Ingleside Rd,Lexington,Massachusetts,2420.0,1775.0,Not Owned
11903,SOLD,349000,1.0,2.0,0.24,269 Cambridge Rd Apt 303,Woburn,Massachusetts,1801.0,660.0,9/2/2009
11904,SOLD,769000,4.0,3.0,0.23,1 Manny Ter,Woburn,Massachusetts,1801.0,1976.0,Not Owned
11905,SOLD,789900,4.0,2.0,0.24,14 Innitou Rd,Woburn,Massachusetts,1801.0,1638.0,9/16/1996
11906,SOLD,1175000,4.0,2.0,0.46,12 Constitution Rd,Lexington,Massachusetts,2421.0,2364.0,Not Owned
11907,SOLD,562900,1.0,2.0,0.69,12 Mickelson Ln Unit 15,Bedford,Massachusetts,1730.0,746.0,Not Owned
11908,SOLD,599900,8.0,3.0,0.08,19 21 Crowley St,Lowell,Massachusetts,1852.0,3703.0,Not Owned
11909,SOLD,429900,3.0,1.0,0.07,11 Mount Pleasant St Unit 11,Waltham,Massachusetts,2452.0,1200.0,4/30/2009
11910,SOLD,589900,4.0,2.0,0.61,95 Andover Rd,Billerica,Massachusetts,1821.0,1823.0,1/29/1999
11911,SOLD,1125000,4.0,2.0,0.92,35 Wilson Rd,Bedford,Massachusetts,1730.0,2978.0,Not Owned
11912,SOLD,829000,4.0,3.0,0.92,2 Willard Cir,Bedford,Massachusetts,1730.0,2235.0,4/30/1980
11913,SOLD,939000,3.0,3.0,0.35,40 Squire Rd,Winchester,Massachusetts,1890.0,2342.0,7/1/1981
11914,SOLD,629900,3.0,2.0,0.54,8 S Bedford St,Burlington,Massachusetts,1803.0,1350.0,12/21/2012
11915,SOLD,745000,4.0,2.0,0.27,37 Pine St,Bedford,Massachusetts,1730.0,1432.0,Not Owned
11916,SOLD,1399000,4.0,2.0,0.39,27 Thornberry Rd,Winchester,Massachusetts,1890.0,2760.0,7/6/2006
11917,SOLD,899000,4.0,4.0,0.69,2 Winchester Dr,Bedford,Massachusetts,1730.0,2514.0,8/2/2004
11918,SOLD,415000,3.0,3.0,0.46,217 Meadows Edge Unit 217,Acton,Massachusetts,1718.0,1644.0,11/9/2018
11919,SOLD,824900,2.0,2.0,1.42,Confidential,Dracut,Massachusetts,1826.0,3074.0,Not Owned
11920,SOLD,255800,2.0,1.0,0.21,11 Weld St Apt 27,Framingham,Massachusetts,1702.0,880.0,7/31/2008
11921,SOLD,1800000,4.0,5.0,0.92,125 Union St,Natick,Massachusetts,1760.0,6300.0,8/20/2008
11922,SOLD,259900,2.0,3.0,0.8,100 Lowell Rd,Hudson,New Hampshire,3051.0,2150.0,Not Owned
11923,SOLD,7495000,5.0,7.0,1.01,196 Pond Rd,Wellesley,Massachusetts,2482.0,9400.0,Not Owned
11924,SOLD,539900,2.0,3.0,0.09,260 Captain Eames Cir Unit 260,Ashland,Massachusetts,1721.0,2019.0,11/15/2021
11925,SOLD,724900,3.0,3.0,0.21,3 Orchard View Cir Unit 3,Framingham,Massachusetts,1702.0,1800.0,Not Owned
11926,SOLD,499990,2.0,2.0,0.09,30 E Bluff Rd Unit 30,Ashland,Massachusetts,1721.0,2112.0,2/21/2020
11927,SOLD,980000,3.0,2.0,0.15,102 Evergreen Ave,Wellesley,Massachusetts,2482.0,1965.0,7/22/2005
11928,SOLD,299000,2.0,2.0,0.23,161 Flower Ln Apt 6,Dracut,Massachusetts,1826.0,1372.0,5/22/2019
11929,SOLD,849000,3.0,1.0,0.69,67 Everett,Natick,Massachusetts,1760.0,1684.0,Not Owned
11930,SOLD,580000,3.0,2.0,0.16,45 Belvidere Ave,Framingham,Massachusetts,1702.0,1976.0,3/28/1997
11931,SOLD,1390000,5.0,3.0,0.74,45 Hopewell Farm Rd,Natick,Massachusetts,1760.0,3715.0,3/11/2005
11932,SOLD,1850000,4.0,4.0,0.71,213 Main St,Wayland,Massachusetts,1778.0,3500.0,Not Owned
11933,SOLD,2700000,6.0,6.0,1.53,8 Surrey Ln,Weston,Massachusetts,2493.0,6299.0,9/18/2007
11934,SOLD,929999,9.0,4.0,0.16,64-66 Hanks St,Lowell,Massachusetts,1852.0,6054.0,Not Owned
11935,SOLD,199900,2.0,1.0,0.23,4 Hazelwood Ave Unit 13,Dracut,Massachusetts,1826.0,725.0,6/21/2018
11936,SOLD,630000,4.0,2.0,1.22,103 Cranberry Rd,Dracut,Massachusetts,1826.0,1700.0,Not Owned
11937,SOLD,659000,3.0,2.0,0.09,45 W Plain St Unit 2,Wayland,Massachusetts,1778.0,2034.0,Not Owned
11938,SOLD,1000000,3.0,3.0,1.38,1 Upham Way Unit 1,Weston,Massachusetts,2493.0,2990.0,3/31/2021
11939,SOLD,659900,3.0,4.0,0.09,68 Fairway Cir Unit 68,Natick,Massachusetts,1760.0,1900.0,9/12/2005
11940,SOLD,5750000,6.0,7.0,2.11,184 Hickory Rd,Weston,Massachusetts,2493.0,8000.0,12/16/1992
11941,SOLD,769900,3.0,3.0,0.24,61-63 Dow St,Framingham,Massachusetts,1702.0,1200.0,Not Owned
11942,SOLD,4100000,6.0,8.0,2.0,97 Bogle St,Weston,Massachusetts,2493.0,8000.0,Not Owned
11943,SOLD,679900,3.0,3.0,0.28,3 Lamplight Cir,Natick,Massachusetts,1760.0,1706.0,6/30/2004
11944,SOLD,1699000,4.0,6.0,1.05,38 Speen St,Natick,Massachusetts,1760.0,5500.0,Not Owned
11945,SOLD,879900,6.0,6.0,0.49,120 Fairmount St,Lowell,Massachusetts,1852.0,5736.0,Not Owned
11946,SOLD,539900,2.0,1.0,0.15,69 Wellesley Rd,Natick,Massachusetts,1760.0,1332.0,11/30/2007
11947,SOLD,379900,2.0,2.0,0.0,91 Merrimack Meadows Ln Unit 91,Tewksbury,Massachusetts,1876.0,1026.0,4/28/2020
11948,SOLD,15150000,86.0,56.0,1.32,77-79 and 93 Arlington St,Framingham,Massachusetts,1702.0,35666.0,Not Owned
11949,SOLD,1399990,4.0,3.0,0.35,234 Speen St,Natick,Massachusetts,1760.0,3350.0,9/28/1998
11950,SOLD,695000,4.0,3.0,0.65,Thistlewood Dr Lot 10-351,Pelham,New Hampshire,3076.0,2635.0,Not Owned
11951,SOLD,730000,4.0,3.0,0.75,0 Thistlewood Dr Lot 10-351,Pelham,New Hampshire,3076.0,2659.0,Not Owned
11952,SOLD,290000,2.0,2.0,0.1,96 Park Ave W Apt A3,Lowell,Massachusetts,1852.0,1061.0,2/18/1983
11953,SOLD,629900,4.0,3.0,0.94,54 Tellier Way,Dracut,Massachusetts,1826.0,2316.0,7/25/1997
11954,SOLD,950000,3.0,2.0,4.76,177 Bush Hill Rd,Hudson,New Hampshire,3051.0,3537.0,Not Owned
11955,SOLD,759900,3.0,3.0,0.09,4 Wellesley Ave Unit 1,Natick,Massachusetts,1760.0,2548.0,Not Owned
11956,SOLD,2100000,5.0,4.0,1.37,Arrow Path Lot 2,Natick,Massachusetts,1760.0,4280.0,Not Owned
11957,SOLD,2895000,4.0,5.0,0.24,19 Turner Rd,Wellesley,Massachusetts,2482.0,4600.0,Not Owned
11958,SOLD,379900,2.0,1.0,0.15,172 Burnham Rd,Lowell,Massachusetts,1852.0,768.0,5/2/2005
11959,SOLD,695000,4.0,4.0,0.39,42 Davis Farm Rd,Ashland,Massachusetts,1721.0,2965.0,10/28/1988
11960,SOLD,1575000,4.0,4.0,0.25,6 Boulder Brook Rd,Wellesley,Massachusetts,2481.0,2813.0,7/27/2004
11961,SOLD,825000,3.0,3.0,0.34,7 Madonna St,Natick,Massachusetts,1760.0,2117.0,Not Owned
11962,SOLD,599900,3.0,2.0,0.3,156 Southville Rd,Southborough,Massachusetts,1772.0,1824.0,12/17/2003
11963,SOLD,599800,3.0,2.0,0.28,18 Lilian Rd,Framingham,Massachusetts,1701.0,1737.0,11/13/2008
11964,SOLD,489900,4.0,2.0,0.23,44 Thissell Ave,Dracut,Massachusetts,1826.0,1798.0,Not Owned
11965,SOLD,849900,4.0,3.0,0.25,12 Curve St,Natick,Massachusetts,1760.0,2328.0,Not Owned
11966,SOLD,189999,1.0,1.0,0.1,200 Market St Unit 3107,Lowell,Massachusetts,1852.0,510.0,Not Owned
11967,SOLD,4475000,5.0,8.0,1.61,21 Radcliffe Rd,Weston,Massachusetts,2493.0,8475.0,Not Owned
11968,SOLD,450000,2.0,1.0,0.46,115 Amesbury St,Dracut,Massachusetts,1826.0,1601.0,Not Owned
11969,SOLD,1499000,4.0,4.0,0.74,7 Cemetery St,Natick,Massachusetts,1760.0,3869.0,8/16/1989
11970,SOLD,599999,5.0,3.0,0.12,149 11th St,Lowell,Massachusetts,1850.0,4019.0,11/1/2001
11971,SOLD,385000,2.0,1.0,0.0,11 Merrimack Meadows Ln Unit 17,Tewksbury,Massachusetts,1876.0,996.0,Not Owned
11972,SOLD,799000,3.0,2.0,0.19,10 Harvard St,Natick,Massachusetts,1760.0,1790.0,9/15/2008
11973,SOLD,740000,2.0,3.0,0.09,25 Hillside Dr Unit 25,Wayland,Massachusetts,1778.0,2762.0,9/30/2014
11974,SOLD,669000,2.0,2.0,0.09,4 Chrislin Way Unit 4,Natick,Massachusetts,1760.0,1632.0,7/29/2003
11975,SOLD,1025000,4.0,2.0,0.23,44 Pinewood Rd,Wellesley,Massachusetts,2482.0,1612.0,5/3/2004
11976,SOLD,615000,3.0,3.0,0.13,67 Willis Ave,Framingham,Massachusetts,1702.0,2040.0,Not Owned
11977,SOLD,679000,3.0,3.0,0.23,9 Possum Hollow Rd,Natick,Massachusetts,1760.0,1850.0,Not Owned
11978,SOLD,759900,2.0,3.0,0.3,5 Stacey St Unit 5,Natick,Massachusetts,1760.0,1849.0,8/21/2003
11979,SOLD,2050000,4.0,3.0,0.54,10 Meadowbrook Rd,Wellesley,Massachusetts,2481.0,3996.0,11/30/2009
11980,SOLD,599900,3.0,1.0,0.35,7 Foley Dr,Natick,Massachusetts,1760.0,1015.0,Not Owned
11981,SOLD,899000,4.0,3.0,0.33,27 Amey Rd,Wayland,Massachusetts,1778.0,2736.0,8/31/2000
11982,SOLD,1395000,4.0,3.0,0.92,7 Whitridge Rd,Natick,Massachusetts,1760.0,3646.0,Not Owned
11983,SOLD,1550000,5.0,4.0,0.28,17 Westlake Rd,Natick,Massachusetts,1760.0,4014.0,12/29/1987
11984,SOLD,1679000,4.0,3.0,1.18,8 Barney Hill Rd,Wayland,Massachusetts,1778.0,3440.0,9/26/1997
11985,SOLD,449900,3.0,1.0,0.2,330 Christian St,Lowell,Massachusetts,1850.0,1156.0,12/14/2007
11986,SOLD,650000,3.0,3.0,1.71,74 Lawrence Corner Rd,Pelham,New Hampshire,3076.0,2349.0,Not Owned
11987,SOLD,749900,3.0,4.0,0.48,292 Salem Rd,Billerica,Massachusetts,1821.0,1400.0,Not Owned
11988,SOLD,1099000,4.0,3.0,0.92,52 Fieldstone Ln,Billerica,Massachusetts,1821.0,2996.0,Not Owned
11989,SOLD,1250000,4.0,3.0,0.93,28 Fieldstone Ln,Billerica,Massachusetts,1821.0,3261.0,Not Owned
11990,SOLD,650000,3.0,3.0,1.32,82 Lawrence Corner Rd Unit 6,Pelham,New Hampshire,3076.0,2349.0,Not Owned
11991,SOLD,516000,2.0,2.0,2.0,74 Abacoa Rd,Pelham,New Hampshire,3076.0,1535.0,Not Owned
11992,SOLD,534900,2.0,2.0,2.0,1431 Mammoth Rd Unit 6,Pelham,New Hampshire,3076.0,1522.0,Not Owned
11993,SOLD,1600000,4.0,2.0,3.33,254 Pelham St,Methuen,Massachusetts,1844.0,5056.0,8/1/1984
11994,SOLD,579900,2.0,3.0,2.0,2 Saturn Way Unit 1,Pelham,New Hampshire,3076.0,1952.0,Not Owned
11995,SOLD,299900,3.0,2.0,1.27,92 Lowell Rd,Salem,New Hampshire,3079.0,1200.0,Not Owned
11996,SOLD,534900,2.0,2.0,2.0,12 Saturn Way Unit 6,Pelham,New Hampshire,3076.0,1522.0,Not Owned
11997,SOLD,499900,2.0,2.0,0.34,27A Brackett Ln Lot 5-20,Hudson,New Hampshire,3051.0,1452.0,Not Owned
11998,SOLD,499900,2.0,2.0,0.34,60A Brackett Ln,Hudson,New Hampshire,3051.0,1452.0,Not Owned
11999,SOLD,499900,2.0,2.0,0.34,31A Brackett Ln Unit 5-22,Hudson,New Hampshire,3051.0,1452.0,Not Owned
12000,SOLD,740000,3.0,3.0,1.5,145 Standish Ln Unit 194-10 -6,Hudson,New Hampshire,3051.0,2415.0,Not Owned
12001,SOLD,425900,4.0,2.0,0.21,31 Lowell Rd,Salem,New Hampshire,3079.0,2047.0,Not Owned
12002,SOLD,750000,3.0,2.0,7.8,155 Range Rd,Windham,New Hampshire,3087.0,1200.0,Not Owned
12003,SOLD,885000,4.0,4.0,1.0,234 Standish Ln Unit 187-10,Hudson,New Hampshire,3051.0,3472.0,Not Owned
12004,SOLD,74900,2.0,1.0,1.2,75 S Policy St Unit 43,Salem,New Hampshire,3079.0,868.0,Not Owned
12005,SOLD,335000,2.0,2.0,0.07,14 Hagop Rd,Salem,New Hampshire,3079.0,1472.0,Not Owned
12006,SOLD,370000,2.0,1.0,0.87,21 Rock Pond Rd,Windham,New Hampshire,3087.0,1668.0,Not Owned
12007,SOLD,249900,2.0,2.0,0.09,32 Oakridge Dr,Londonderry,New Hampshire,3053.0,1590.0,Not Owned
12008,SOLD,1100000,5.0,6.0,1.38,6 Petes Way,Pelham,New Hampshire,3076.0,7230.0,6/26/2019
12009,SOLD,1300000,4.0,4.0,5.43,54 Simpson Rd,Pelham,New Hampshire,3076.0,6675.0,8/27/2015
12010,SOLD,599900,3.0,2.0,1.03,50 Deering Dr,Tewksbury,Massachusetts,1876.0,1372.0,7/14/1972
